연번,인증번호,인증구분,인증등급,지역코드,시군구,지역(시설)명,인증대상,신청기관,면적,용도구분,인증일자,인증만료일,인증기관
11375,7153,예비,우수,전라북도,익산시,익산 석제품전시홍보관 시연(체험)장,건축물,익산시청,770.74,문화 및 집회시설,2022-06-28,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11376,4223,본,우수,경기도,시흥시,죽율체육공원 화장실,건축물,시흥시청,90.27,제1종 근린생활시설,2022-06-28,2032-06-27,(사)한국녹색기후기술원
11377,4224,본,우수,충청남도,보령시,노인일자리 황금분재원 종묘배양시설,건축물,보령시청,96.84,노유자시설,2022-06-28,2032-06-27,(사)한국녹색기후기술원
11378,7154,예비,우수,강원특별자치도,철원군,DMZ 문화예술 삼매경 아트하우스,건축물,강원문화재단,292.14,문화 및 집회시설,2022-06-28,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
11379,7155,예비,우수,경상남도,고성군,동화맛남센터,건축물,한국어촌어항공단 동남해지사,127.17,제2종 근린생활시설,2022-06-28,본인증 교부전 또는 사용승인 후 1년 이내,한국부동산원
11380,4225,본,우수,경기도,의정부시,의정부1동 주민센터,건축물,중앙생활권2구역 주택재개발정비사업조합,1345.25,업무시설,2022-06-28,2032-06-27,한국교육녹색환경연구원
11381,4226,본,우수,경기도,안산시,안산해솔중학교,건축물,경기도안산교육지원청 교육시설과,9416.85,교육연구시설,2022-06-28,2032-06-27,한국부동산원
11382,4227,본,우수,전라남도,보성군,조성면 농어촌 공중목욕장,건축물,보성군청,396.52,제1종 근린생활시설,2022-06-28,2032-06-27,한국생산성본부인증원
11383,4228,본,우수,경상남도,양산시,양산 시나브로 복지관,건축물,양산시청,1863.24,노유자시설,2022-06-29,2032-06-28,한국장애인고용공단
11384,7156,예비,우수,충청남도,보령시,개화초등학교 다목적강당 증축공사,건축물,충청남도 교육청,465.61,교육연구시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11385,7157,예비,우수,경기도,화성시,화성동탄(2) 5단계 근린공원 18호 내 관리사무소 및 공중화장실,건축물,한국토지주택공사,259.84,관광휴게시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11386,7158,예비,우수,인천광역시,중구,(가칭)하늘1중학교,건축물,인천광역시교육청,13644.01,교육연구시설,2022-08-01,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
11387,7159,예비,우수,경기도,고양시,(가칭)지축2초등학교,건축물,경기도고양교육지원청,11909.46,교육연구시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11388,7160,예비,우수,서울특별시,영등포구,영등포역 역전지구대,건축물,넥스트레인주식회사,493.93,제1종 근린생활시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11389,7161,예비,우수,인천광역시,옹진군,장경리 주차장 화장실,건축물,옹진군청,59.04,제1종 근린생활시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11390,4229,본,우수,경상북도,포항시,창포종합사회복지관(분관),건축물,포항시청,966.62,노유자시설,2022-06-29,2032-06-28,한국생산성본부인증원
11391,7162,예비,우수,대구광역시,달서구,달서구청사 증축공사,건축물,대구광역시 달서구청,758.94,업무시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11392,7163,예비,우수,경상북도,포항시,영암2리 경로당,건축물,포항시청,76.61,노유자시설,2022-06-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11393,7164,예비,우수,강원특별자치도,강릉시,강원 예술고 다목적공연장,건축물,강원도강릉교육지원청,735.16,교육연구시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11394,7165,예비,우수,서울특별시,영등포구,대림3동 마을도서관,건축물,영등포구청,569.14,제1종 근린생활시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11395,7166,예비,우수,경기도,안산시,신선어린이공원 지하주차장 조성사업,건축물,안산시청,1512.12,자동차 관련 시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11396,4230,본,우수,경상남도,창원시,오동민원센터,건축물,창원시 마산합포구청,359.6,제1종 근린생활시설,2022-06-30,2032-06-29,(사)한국녹색기후기술원
11397,7167,예비,우수,충청북도,음성군,국립소방병원,건축물,소방청,39755.51,의료시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
11398,7168,예비,우수,광주광역시,남구,노동인권회관,건축물,광주광역시,6648.95,업무시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11399,4231,본,우수,충청북도,청주시,흥덕구청사,건축물,청주시청,14947.26,업무시설,2022-06-30,2032-06-29,한국생산성본부인증원
11400,7169,예비,우수,대구광역시,북구,산격3동 복합커뮤니티센터 건립공사,건축물,대구광역시 북구청,2969.457,제1종 근린생활시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11401,7170,예비,우수,서울특별시,강서구,강서(서남권)안전교육센터 신축공사,건축물,서울특별시 강서구청,3825.6,문화 및 집회시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
11402,4232,본,우수,경상남도,통영시,사량면(하도) 공중화장실,건축물,통영시청,50.07,제1종 근린생활시설,2022-06-30,2032-06-29,한국장애인고용공단
11403,4233,본,우수,대구광역시,달서구,월곡경로당,건축물,주식회사 파이오니아상인,237.48,노유자시설,2022-06-30,2032-06-29,한국장애인개발원
11404,7171,예비,우수,경기도,용인시,용인동부경찰서 모현파출소,건축물,경기도남부경찰서,304.44,제1종 근린생활시설,2022-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11405,4234,본,우수,경상남도,진주시,진양호 우드랜드 조성공사,건축물,진주시청,1513.5,관광휴게시설,2022-07-01,2032-06-30,(사)한국녹색기후기술원
11406,7172,예비,우수,서울특별시,서대문구,신촌 도시형생활주택 신축공사,건축물,주식회사 에스씨디,17877.9179,공동주택,2022-07-01,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11407,7173,예비,우수,부산광역시,사상구,덕포1동 행정복지센터,건축물,사상구청,1842.23,업무시설,2022-07-01,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11408,4235,본,우수,전라북도,부안군,청자골 문화센터,건축물,부안군청,955.75,제1종 근린생활시설,2022-07-01,2032-06-30,한국환경건축연구원
11409,4236,본,우수,경상북도,구미시,상모사곡동 행정복지센터,건축물,구미시청,3321.97,업무시설,2022-07-01,2032-06-30,한국환경건축연구원
11410,4237,본,우수,인천광역시,중구,미단경로당,건축물,인천광역시 중구청,332.01,노유자시설,2022-07-01,2032-06-30,한국장애인개발원
11411,7174,예비,우수,충청북도,괴산군,서원청소년문화의집,건축물,청주시청,1364.86,수련시설,2022-07-04,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11412,4238,본,우수,부산광역시,강서구,오션중학교,건축물,부산광역시교육청,11814.72,교육연구시설,2022-07-04,2032-07-03,한국교육녹색환경연구원
11413,7175,예비,우수,경상북도,상주시,은척면 기초생활거점조성사업-행복채움센터,건축물,한국농어촌공사 상주지사,730.4,제2종 근린생활시설,2022-07-04,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11414,4239,본,우수,경기도,양주시,감악르네상스센터,건축물,양주시청,2078.71,제1종 근린생활시설,2022-07-05,2032-07-04,한국환경건축연구원
11415,7176,예비,우수,경상북도,안동시,안동하나어린이집,건축물,안동시청,523.27,노유자시설,2022-07-05,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
11416,7177,예비,우수,대전광역시,중구,목동경로당,건축물,대전광역시 중구청,110.25,노유자시설,2022-07-05,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11417,7178,예비,우수,대전광역시,중구,대신경로당,건축물,대전광역시 중구청,90.72,노유자시설,2022-07-05,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11418,7179,예비,우수,대전광역시,중구,과례경로당,건축물,대전광역시 중구청,134.45,노유자시설,2022-07-05,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11419,7180,예비,우수,대전광역시,서구,통계교육원 다목적교육관,건축물,통계청장 위 대리인 한국자산관리공사,4363.67,교육연구시설,2022-07-05,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
11420,4240,본,우수,충청북도,충주시,노은면 주차장 공중화장실,건축물,충주시청,48.3,제1종 근린생활시설,2022-07-05,2032-07-04,한국장애인개발원
11421,7181,예비,우수,경상남도,사천시,사천소방서 신축사업,건축물,경상남도청,4805.05,업무시설,2022-07-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11422,7182,예비,우수,부산광역시,연제구,부산연산5 행복주택 및 노후공공청사 복합건설공사,건축물,한국토지주택공사,3299.73,공동주택,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11423,7183,예비,우수,울산광역시,남구,울산지방법원 별관 증축공사,건축물,울산지방법원,1681.81,업무시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
11424,7184,예비,우수,울산광역시,중구,학성 다목적체육관,건축물,울산광역시 중구청,641.36,운동시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
11425,7185,예비,우수,충청북도,청주시,복대국민체육센터 기본 및 실시설계 용역,건축물,청주시청,3226,운동시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11426,7186,예비,우수,대전광역시,동구,이사동 유교민속마을,건축물,대전광역시 건설관리본부,760.71,문화 및 집회시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
11427,7187,예비,우수,경기도,가평군,조종하나어린이집,건축물,가평군청,658.92,노유자시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
11428,7188,예비,우수,전라북도,고창군,문수산 제 1치유센터,건축물,서부지방산림청,760.34,제1종 근린생활시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11429,7189,예비,우수,전라북도,고창군,문수산 제 2치유센터,건축물,서부지방산림청,610.81,제1종 근린생활시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11430,7190,예비,우수,경기도,시흥시,시흥해양생태과학관 신축공사,건축물,시흥시청,7776.83,문화 및 집회시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
11431,7191,예비,우수,인천광역시,강화군,강화현대경로당,건축물,강화군청,99.76,노유자시설,2022-07-06,본인증 교부전 또는 사용승인 후 1년 이내,한국환경건축연구원
